Feature 1,Feature 2,Correlation,Abs_Correlation,label_abs_corr_feat1,label_abs_corr_feat2, Feature 1 Missing , Feature 2 Missing 
mths_since_last_record,mths_since_last_major_derog,3.14%,3.14%,2.03%,1.14%, 84.01 , 73.98 
annual_inc,verification_status,3.13%,3.13%,3.54%,9.68%, - , - 
mths_since_last_record,mo_sin_rcnt_rev_tl_op,3.13%,3.13%,2.03%,5.12%, 84.01 , 3.33 
verification_status,purpose,3.13%,3.13%,9.68%,1.37%, - , - 
addr_state,mths_since_last_record,-3.12%,3.12%,0.36%,2.03%, - , 84.01 
revol_util,collections_12_mths_ex_med,-3.12%,3.12%,6.95%,1.01%, 0.08 , 0.01 
open_il_12m,bc_open_to_buy,3.12%,3.12%,6.05%,8.08%, 40.42 , 3.40 
mths_since_last_major_derog,total_bc_limit,3.12%,3.12%,1.14%,7.27%, 73.98 , 2.36 
num_tl_90g_dpd_24m,total_il_high_credit_limit,3.12%,3.12%,1.22%,1.21%, 3.33 , 3.33 
revol_util,total_il_high_credit_limit,3.12%,3.12%,6.95%,1.21%, 0.08 , 3.33 
delinq_2yrs,mo_sin_rcnt_rev_tl_op,3.12%,3.12%,1.91%,5.12%, 0.00 , 3.33 
int_rate,open_act_il,3.12%,3.12%,19.85%,0.89%, - , 40.42 
open_rv_24m,mo_sin_old_il_acct,-3.12%,3.12%,6.91%,2.12%, 40.42 , 6.37 
emp_length,delinq_2yrs,-3.11%,3.11%,2.21%,1.91%, 6.09 , 0.00 
chargeoff_within_12_mths,mort_acc,3.11%,3.11%,0.21%,3.24%, 0.01 , 2.36 
title,pct_tl_nvr_dlq,-3.11%,3.11%,2.77%,0.37%, 1.05 , 3.33 
mths_since_last_delinq,num_actv_bc_tl,3.11%,3.11%,1.30%,2.34%, 50.89 , 3.33 
mths_since_last_delinq,year_issued,3.11%,3.11%,1.30%,14.60%, 50.89 , - 
acc_open_past_24mths,num_tl_90g_dpd_24m,-3.08%,3.08%,8.87%,1.22%, 2.36 , 3.33 
funded_amnt_inv,open_act_il,3.08%,3.08%,2.64%,0.89%, - , 40.42 
loan_amnt,open_act_il,3.08%,3.08%,2.68%,0.89%, - , 40.42 
funded_amnt,open_act_il,3.08%,3.08%,2.68%,0.89%, - , 40.42 
mort_acc,pct_tl_nvr_dlq,-3.08%,3.08%,3.24%,0.37%, 2.36 , 3.33 
emp_title,verification_status,3.08%,3.08%,2.52%,9.68%, 6.96 , - 
revol_bal,tot_coll_amt,-3.07%,3.07%,1.79%,0.15%, - , 3.33 
mo_sin_rcnt_tl,pct_tl_nvr_dlq,-3.07%,3.07%,5.35%,0.37%, 3.33 , 3.33 
mths_since_rcnt_il,pub_rec_bankruptcies,-3.07%,3.07%,3.24%,2.17%, 42.30 , 0.07 
mths_since_rcnt_il,num_bc_sats,-3.07%,3.07%,3.24%,0.43%, 42.30 , 2.77 
num_accts_ever_120_pd,pub_rec_bankruptcies,-3.06%,3.06%,0.85%,2.17%, 3.33 , 0.07 
open_il_12m,num_actv_bc_tl,-3.06%,3.06%,6.05%,2.34%, 40.42 , 3.33 
mths_since_recent_inq,num_actv_bc_tl,-3.06%,3.06%,5.32%,2.34%, 13.08 , 3.33 
total_cu_tl,num_rev_tl_bal_gt_0,3.05%,3.05%,0.93%,5.06%, 40.42 , 3.33 
mo_sin_old_rev_tl_op,num_tl_90g_dpd_24m,3.05%,3.05%,3.56%,1.22%, 3.33 , 3.33 
home_ownership,il_util,3.05%,3.05%,5.05%,5.89%, - , 48.95 
all_util,mo_sin_rcnt_tl,3.04%,3.04%,7.38%,5.35%, 40.43 , 3.33 
mths_since_last_record,mths_since_recent_bc,3.04%,3.04%,2.03%,4.36%, 84.01 , 3.34 
open_act_il,max_bal_bc,3.04%,3.04%,0.89%,3.23%, 40.42 , 40.42 
grade,open_act_il,3.04%,3.04%,22.19%,0.89%, - , 40.42 
verification_status,max_bal_bc,3.04%,3.04%,9.68%,3.23%, - , 40.42 
purpose,inq_last_12m,3.04%,3.04%,1.37%,6.37%, - , 40.42 
funded_amnt_inv,open_rv_24m,-3.04%,3.04%,2.64%,6.91%, - , 40.42 
loan_amnt,open_rv_24m,-3.03%,3.03%,2.68%,6.91%, - , 40.42 
funded_amnt,open_rv_24m,-3.03%,3.03%,2.68%,6.91%, - , 40.42 
installment,inq_last_12m,3.03%,3.03%,3.00%,6.37%, - , 40.42 
revol_bal,mths_since_recent_bc,3.03%,3.03%,1.79%,4.36%, - , 3.34 
initial_list_status,open_acc_6m,-3.03%,3.03%,6.85%,6.07%, - , 40.42 
dti,year_issued,3.02%,3.02%,7.83%,14.60%, - , - 
delinq_2yrs,inq_last_12m,3.01%,3.01%,1.91%,6.37%, 0.00 , 40.42 
title,total_il_high_credit_limit,-3.01%,3.01%,2.77%,1.21%, 1.05 , 3.33 
term,inq_last_12m,2.99%,2.99%,9.11%,6.37%, - , 40.42 
revol_bal,mths_since_recent_bc_dlq,-2.99%,2.99%,1.79%,0.31%, - , 76.74 
num_bc_sats,year_issued,2.99%,2.99%,0.43%,14.60%, 2.77 , - 
bc_util,mths_since_recent_revol_delinq,2.97%,2.97%,7.59%,0.67%, 3.46 , 66.98 
il_util,num_op_rev_tl,-2.96%,2.96%,5.89%,2.36%, 48.95 , 3.33 
chargeoff_within_12_mths,mo_sin_old_rev_tl_op,2.96%,2.96%,0.21%,3.56%, 0.01 , 3.33 
desc,pub_rec,2.94%,2.94%,1.96%,2.88%, 94.16 , 0.00 
mths_since_last_record,revol_util,2.94%,2.94%,2.03%,6.95%, 84.01 , 0.08 
emp_length,num_bc_sats,-2.92%,2.92%,2.21%,0.43%, 6.09 , 2.77 
term,inq_fi,2.91%,2.91%,9.11%,3.68%, - , 40.42 
emp_length,num_actv_bc_tl,-2.91%,2.91%,2.21%,2.34%, 6.09 , 3.33 
bc_open_to_buy,mo_sin_old_il_acct,2.91%,2.91%,8.08%,2.12%, 3.40 , 6.37 
desc,num_rev_accts,-2.90%,2.90%,1.96%,2.22%, 94.16 , 3.33 
mths_since_last_record,inq_fi,-2.90%,2.90%,2.03%,3.68%, 84.01 , 40.42 
emp_title,mths_since_rcnt_il,2.89%,2.89%,2.52%,3.24%, 6.96 , 42.30 
verification_status,mo_sin_rcnt_tl,-2.89%,2.89%,9.68%,5.35%, - , 3.33 
delinq_2yrs,all_util,2.89%,2.89%,1.91%,7.38%, 0.00 , 40.43 
desc,total_il_high_credit_limit,2.89%,2.89%,1.96%,1.21%, 94.16 , 3.33 
zip_code,mths_since_recent_bc_dlq,2.89%,2.89%,0.06%,0.31%, - , 76.74 
annual_inc,mths_since_recent_bc,2.89%,2.89%,3.54%,4.36%, - , 3.34 
mo_sin_old_il_acct,year_issued,-2.88%,2.88%,2.12%,14.60%, 6.37 , - 
max_bal_bc,mths_since_recent_bc_dlq,-2.88%,2.88%,3.23%,0.31%, 40.42 , 76.74 
dti,mths_since_last_major_derog,2.88%,2.88%,7.83%,1.14%, - , 73.98 
open_il_24m,total_rev_hi_lim,2.88%,2.88%,6.07%,5.74%, 40.42 , 3.33 
emp_length,mths_since_recent_bc_dlq,2.88%,2.88%,2.21%,0.31%, 6.09 , 76.74 
purpose,open_rv_24m,-2.87%,2.87%,1.37%,6.91%, - , 40.42 
zip_code,pub_rec_bankruptcies,2.87%,2.87%,0.06%,2.17%, - , 0.07 
purpose,inq_fi,2.87%,2.87%,1.37%,3.68%, - , 40.42 
annual_inc,mo_sin_rcnt_tl,-2.86%,2.86%,3.54%,5.35%, - , 3.33 
mo_sin_rcnt_rev_tl_op,total_bc_limit,-2.86%,2.86%,5.12%,7.27%, 3.33 , 2.36 
title,num_bc_tl,-2.86%,2.86%,2.77%,1.56%, 1.05 , 3.33 
loan_amnt,mths_since_recent_revol_delinq,-2.86%,2.86%,2.68%,0.67%, - , 66.98 
funded_amnt,mths_since_recent_revol_delinq,-2.86%,2.86%,2.68%,0.67%, - , 66.98 
mths_since_last_major_derog,num_bc_sats,2.86%,2.86%,1.14%,0.43%, 73.98 , 2.77 
initial_list_status,mths_since_recent_inq,2.86%,2.86%,6.85%,5.32%, - , 13.08 
mths_since_recent_inq,pct_tl_nvr_dlq,2.86%,2.86%,5.32%,0.37%, 13.08 , 3.33 
funded_amnt_inv,mths_since_recent_revol_delinq,-2.86%,2.86%,2.64%,0.67%, - , 66.98 
mths_since_recent_inq,year_issued,2.86%,2.86%,5.32%,14.60%, 13.08 , - 
mths_since_last_record,open_acc,2.85%,2.85%,2.03%,1.78%, 84.01 , 0.00 
tot_coll_amt,mo_sin_old_rev_tl_op,2.85%,2.85%,0.15%,3.56%, 3.33 , 3.33 
chargeoff_within_12_mths,num_bc_tl,2.85%,2.85%,0.21%,1.56%, 0.01 , 3.33 
inq_last_6mths,num_tl_90g_dpd_24m,2.85%,2.85%,7.88%,1.22%, 0.00 , 3.33 
mths_since_recent_bc,num_tl_90g_dpd_24m,2.84%,2.84%,4.36%,1.22%, 3.34 , 3.33 
home_ownership,purpose,2.84%,2.84%,5.05%,1.37%, - , - 
grade,total_acc,-2.83%,2.83%,22.19%,1.58%, - , 0.00 
title,bc_open_to_buy,-2.83%,2.83%,2.77%,8.08%, 1.05 , 3.40 
delinq_2yrs,total_bal_ex_mort,2.83%,2.83%,1.91%,1.03%, 0.00 , 2.36 
verification_status,total_cu_tl,2.83%,2.83%,9.68%,0.93%, - , 40.42 
emp_title,avg_cur_bal,-2.83%,2.83%,2.52%,5.62%, 6.96 , 3.33 
revol_util,tot_hi_cred_lim,2.82%,2.82%,6.95%,6.20%, 0.08 , 3.33 
mort_acc,mths_since_recent_bc_dlq,-2.82%,2.82%,3.24%,0.31%, 2.36 , 76.74 
purpose,open_il_12m,2.82%,2.82%,1.37%,6.05%, - , 40.42 
annual_inc,tax_liens,2.81%,2.81%,3.54%,1.36%, - , 0.00 
initial_list_status,avg_cur_bal,2.81%,2.81%,6.85%,5.62%, - , 3.33 
mo_sin_old_rev_tl_op,percent_bc_gt_75,2.80%,2.80%,3.56%,7.83%, 3.33 , 3.43 
emp_length,revol_util,-2.79%,2.79%,2.21%,6.95%, 6.09 , 0.08 
collections_12_mths_ex_med,percent_bc_gt_75,-2.79%,2.79%,1.01%,7.83%, 0.01 , 3.43 
collections_12_mths_ex_med,year_issued,2.78%,2.78%,1.01%,14.60%, 0.01 , - 
revol_util,pct_tl_nvr_dlq,-2.78%,2.78%,6.95%,0.37%, 0.08 , 3.33 
bc_util,pct_tl_nvr_dlq,-2.78%,2.78%,7.59%,0.37%, 3.46 , 3.33 
mort_acc,mths_since_recent_revol_delinq,-2.77%,2.77%,3.24%,0.67%, 2.36 , 66.98 
mths_since_last_record,chargeoff_within_12_mths,-2.77%,2.77%,2.03%,0.21%, 84.01 , 0.01 
inq_last_12m,mths_since_recent_revol_delinq,2.77%,2.77%,6.37%,0.67%, 40.42 , 66.98 
term,acc_open_past_24mths,2.75%,2.75%,9.11%,8.87%, - , 2.36 
initial_list_status,il_util,-2.74%,2.74%,6.85%,5.89%, - , 48.95 
revol_util,mo_sin_old_rev_tl_op,2.74%,2.74%,6.95%,3.56%, 0.08 , 3.33 
mths_since_last_major_derog,num_il_tl,-2.74%,2.74%,1.14%,1.03%, 73.98 , 3.33 
installment,initial_list_status,2.74%,2.74%,3.00%,6.85%, - , - 
revol_bal,inq_last_12m,-2.74%,2.74%,1.79%,6.37%, - , 40.42 
delinq_2yrs,delinq_amnt,2.73%,2.73%,1.91%,0.59%, 0.00 , 0.00 
loan_amnt,open_il_24m,2.72%,2.72%,2.68%,6.07%, - , 40.42 
funded_amnt,open_il_24m,2.72%,2.72%,2.68%,6.07%, - , 40.42 
funded_amnt_inv,open_il_24m,2.72%,2.72%,2.64%,6.07%, - , 40.42 
installment,dti,2.72%,2.72%,3.00%,7.83%, - , - 
open_il_24m,year_issued,-2.71%,2.71%,6.07%,14.60%, 40.42 , - 
verification_status,mths_since_rcnt_il,-2.70%,2.70%,9.68%,3.24%, - , 42.30 
inq_last_6mths,pct_tl_nvr_dlq,-2.70%,2.70%,7.88%,0.37%, 0.00 , 3.33 
emp_title,pub_rec_bankruptcies,2.69%,2.69%,2.52%,2.17%, 6.96 , 0.07 
term,il_util,2.68%,2.68%,9.11%,5.89%, - , 48.95 
int_rate,revol_bal,-2.68%,2.68%,19.85%,1.79%, - , - 
purpose,mort_acc,-2.68%,2.68%,1.37%,3.24%, - , 2.36 
zip_code,avg_cur_bal,2.66%,2.66%,0.06%,5.62%, - , 3.33 
num_actv_bc_tl,percent_bc_gt_75,2.66%,2.66%,2.34%,7.83%, 3.33 , 3.43 
open_act_il,pub_rec_bankruptcies,-2.66%,2.66%,0.89%,2.17%, 40.42 , 0.07 
installment,mths_since_last_delinq,-2.66%,2.66%,3.00%,1.30%, - , 50.89 
delinq_2yrs,mths_since_recent_inq,-2.65%,2.65%,1.91%,5.32%, 0.00 , 13.08 
revol_bal,initial_list_status,2.65%,2.65%,1.79%,6.85%, - , - 
pct_tl_nvr_dlq,tax_liens,-2.65%,2.65%,0.37%,1.36%, 3.33 , 0.00 
num_rev_accts,num_tl_90g_dpd_24m,2.65%,2.65%,2.22%,1.22%, 3.33 , 3.33 
desc,total_bal_ex_mort,2.65%,2.65%,1.96%,1.03%, 94.16 , 2.36 
num_bc_sats,num_tl_90g_dpd_24m,-2.64%,2.64%,0.43%,1.22%, 2.77 , 3.33 
emp_title,pub_rec,2.64%,2.64%,2.52%,2.88%, 6.96 , 0.00 
desc,pub_rec_bankruptcies,2.64%,2.64%,1.96%,2.17%, 94.16 , 0.07 
term,open_rv_12m,-2.63%,2.63%,9.11%,5.27%, - , 40.42 
emp_length,pct_tl_nvr_dlq,2.63%,2.63%,2.21%,0.37%, 6.09 , 3.33 
collections_12_mths_ex_med,bc_util,-2.63%,2.63%,1.01%,7.59%, 0.01 , 3.46 
pub_rec,open_act_il,-2.62%,2.62%,2.88%,0.89%, 0.00 , 40.42 
num_rev_tl_bal_gt_0,num_tl_90g_dpd_24m,-2.62%,2.62%,5.06%,1.22%, 3.33 , 3.33 
title,inq_fi,2.62%,2.62%,2.77%,3.68%, 1.05 , 40.42 
open_il_12m,year_issued,-2.62%,2.62%,6.05%,14.60%, 40.42 , - 
mths_since_last_major_derog,mths_since_rcnt_il,-2.62%,2.62%,1.14%,3.24%, 73.98 , 42.30 
dti,tot_hi_cred_lim,2.61%,2.61%,7.83%,6.20%, - , 3.33 
dti,tax_liens,-2.61%,2.61%,7.83%,1.36%, - , 0.00 
initial_list_status,mo_sin_old_rev_tl_op,2.61%,2.61%,6.85%,3.56%, - , 3.33 
num_accts_ever_120_pd,num_rev_tl_bal_gt_0,-2.60%,2.60%,0.85%,5.06%, 3.33 , 3.33 
emp_length,mths_since_recent_revol_delinq,2.60%,2.60%,2.21%,0.67%, 6.09 , 66.98 
open_rv_12m,year_issued,-2.60%,2.60%,5.27%,14.60%, 40.42 , - 
tot_coll_amt,open_rv_24m,2.59%,2.59%,0.15%,6.91%, 3.33 , 40.42 
num_sats,pub_rec_bankruptcies,-2.59%,2.59%,1.84%,2.17%, 2.77 , 0.07 
purpose,mo_sin_old_rev_tl_op,-2.59%,2.59%,1.37%,3.56%, - , 3.33 
desc,num_tl_op_past_12m,2.59%,2.59%,1.96%,7.72%, 94.16 , 3.33 
home_ownership,initial_list_status,-2.59%,2.59%,5.05%,6.85%, - , - 
initial_list_status,inq_last_12m,-2.58%,2.58%,6.85%,6.37%, - , 40.42 
issue_d,mths_since_last_record,2.58%,2.58%,1.78%,2.03%, - , 84.01 
mths_since_rcnt_il,total_rev_hi_lim,-2.58%,2.58%,3.24%,5.74%, 42.30 , 3.33 
avg_cur_bal,mths_since_recent_revol_delinq,-2.58%,2.58%,5.62%,0.67%, 3.33 , 66.98 
mths_since_recent_bc_dlq,percent_bc_gt_75,2.57%,2.57%,0.31%,7.83%, 76.74 , 3.43 
verification_status,total_bc_limit,-2.56%,2.56%,9.68%,7.27%, - , 2.36 
title,num_rev_accts,-2.56%,2.56%,2.77%,2.22%, 1.05 , 3.33 
revol_bal,num_il_tl,2.56%,2.56%,1.79%,1.03%, - , 3.33 
il_util,pub_rec_bankruptcies,2.55%,2.55%,5.89%,2.17%, 48.95 , 0.07 
num_accts_ever_120_pd,percent_bc_gt_75,-2.55%,2.55%,0.85%,7.83%, 3.33 , 3.43 
emp_title,total_bc_limit,-2.55%,2.55%,2.52%,7.27%, 6.96 , 2.36 
zip_code,total_rev_hi_lim,-2.55%,2.55%,0.06%,5.74%, - , 3.33 
collections_12_mths_ex_med,total_bc_limit,-2.54%,2.54%,1.01%,7.27%, 0.01 , 2.36 
term,emp_title,-2.53%,2.53%,9.11%,2.52%, - , 6.96 
initial_list_status,open_il_12m,-2.53%,2.53%,6.85%,6.05%, - , 40.42 
addr_state,pub_rec,-2.53%,2.53%,0.36%,2.88%, - , 0.00 
revol_bal,open_il_12m,-2.53%,2.53%,1.79%,6.05%, - , 40.42 
num_op_rev_tl,num_tl_90g_dpd_24m,-2.53%,2.53%,2.36%,1.22%, 3.33 , 3.33 
mths_since_last_delinq,open_act_il,-2.52%,2.52%,1.30%,0.89%, 50.89 , 40.42 
annual_inc,inq_last_6mths,2.52%,2.52%,3.54%,7.88%, - , 0.00 
bc_open_to_buy,mths_since_recent_inq,-2.51%,2.51%,8.08%,5.32%, 3.40 , 13.08 
mths_since_rcnt_il,max_bal_bc,2.50%,2.50%,3.24%,3.23%, 42.30 , 40.42 
delinq_2yrs,revol_bal,-2.50%,2.50%,1.91%,1.79%, 0.00 , - 
mths_since_last_record,mths_since_rcnt_il,-2.49%,2.49%,2.03%,3.24%, 84.01 , 42.30 
emp_length,mths_since_last_major_derog,2.49%,2.49%,2.21%,1.14%, 6.09 , 73.98 
revol_util,num_accts_ever_120_pd,-2.48%,2.48%,6.95%,0.85%, 0.08 , 3.33 
total_bal_il,mo_sin_old_rev_tl_op,2.47%,2.47%,0.20%,3.56%, 40.42 , 3.33 
open_act_il,avg_cur_bal,-2.47%,2.47%,0.89%,5.62%, 40.42 , 3.33 
funded_amnt_inv,num_tl_op_past_12m,-2.47%,2.47%,2.64%,7.72%, - , 3.33 
loan_amnt,num_tl_op_past_12m,-2.47%,2.47%,2.68%,7.72%, - , 3.33 
funded_amnt,num_tl_op_past_12m,-2.47%,2.47%,2.68%,7.72%, - , 3.33 
funded_amnt_inv,tot_coll_amt,-2.46%,2.46%,2.64%,0.15%, - , 3.33 
revol_bal,mo_sin_rcnt_rev_tl_op,2.46%,2.46%,1.79%,5.12%, - , 3.33 
loan_amnt,tot_coll_amt,-2.46%,2.46%,2.68%,0.15%, - , 3.33 
funded_amnt,tot_coll_amt,-2.46%,2.46%,2.68%,0.15%, - , 3.33 
tot_coll_amt,inq_last_12m,2.46%,2.46%,0.15%,6.37%, 3.33 , 40.42 
funded_amnt_inv,inq_last_6mths,-2.46%,2.46%,2.64%,7.88%, - , 0.00 
mo_sin_old_il_acct,pub_rec_bankruptcies,2.45%,2.45%,2.12%,2.17%, 6.37 , 0.07 
pub_rec,total_il_high_credit_limit,-2.45%,2.45%,2.88%,1.21%, 0.00 , 3.33 
num_accts_ever_120_pd,num_op_rev_tl,-2.45%,2.45%,0.85%,2.36%, 3.33 , 3.33 
dti,mort_acc,-2.45%,2.45%,7.83%,3.24%, - , 2.36 
title,open_il_24m,2.45%,2.45%,2.77%,6.07%, 1.05 , 40.42 
pub_rec,tot_coll_amt,2.45%,2.45%,2.88%,0.15%, 0.00 , 3.33 
pub_rec,il_util,2.45%,2.45%,2.88%,5.89%, 0.00 , 48.95 
home_ownership,revol_util,-2.45%,2.45%,5.05%,6.95%, - , 0.08 
mths_since_last_record,num_actv_bc_tl,2.45%,2.45%,2.03%,2.34%, 84.01 , 3.33 
initial_list_status,mo_sin_rcnt_rev_tl_op,2.45%,2.45%,6.85%,5.12%, - , 3.33 
installment,open_act_il,2.44%,2.44%,3.00%,0.89%, - , 40.42 
mo_sin_rcnt_rev_tl_op,tot_hi_cred_lim,2.44%,2.44%,5.12%,6.20%, 3.33 , 3.33 
home_ownership,mths_since_last_record,-2.43%,2.43%,5.05%,2.03%, - , 84.01 
dti,pub_rec_bankruptcies,-2.41%,2.41%,7.83%,2.17%, - , 0.07 
inq_last_12m,pct_tl_nvr_dlq,-2.41%,2.41%,6.37%,0.37%, 40.42 , 3.33 
emp_title,total_acc,-2.40%,2.40%,2.52%,1.58%, 6.96 , 0.00 
funded_amnt_inv,mo_sin_rcnt_tl,2.40%,2.40%,2.64%,5.35%, - , 3.33 
emp_title,open_il_24m,-2.40%,2.40%,2.52%,6.07%, 6.96 , 40.42 
funded_amnt,mo_sin_rcnt_tl,2.40%,2.40%,2.68%,5.35%, - , 3.33 
loan_amnt,mo_sin_rcnt_tl,2.40%,2.40%,2.68%,5.35%, - , 3.33 
mths_since_last_major_derog,open_il_12m,2.39%,2.39%,1.14%,6.05%, 73.98 , 40.42 
emp_length,mths_since_last_record,2.39%,2.39%,2.21%,2.03%, 6.09 , 84.01 
purpose,delinq_2yrs,2.39%,2.39%,1.37%,1.91%, - , 0.00 
revol_bal,num_tl_op_past_12m,-2.39%,2.39%,1.79%,7.72%, - , 3.33 
addr_state,open_act_il,2.37%,2.37%,0.36%,0.89%, - , 40.42 
open_rv_24m,total_il_high_credit_limit,-2.37%,2.37%,6.91%,1.21%, 40.42 , 3.33 
sub_grade,revol_bal,-2.37%,2.37%,22.50%,1.79%, - , - 
verification_status,pub_rec_bankruptcies,2.37%,2.37%,9.68%,2.17%, - , 0.07 
pub_rec,bc_util,-2.36%,2.36%,2.88%,7.59%, 0.00 , 3.46 
desc,total_bc_limit,2.36%,2.36%,1.96%,7.27%, 94.16 , 2.36 
avg_cur_bal,num_accts_ever_120_pd,2.36%,2.36%,5.62%,0.85%, 3.33 , 3.33 
open_il_24m,num_bc_sats,2.35%,2.35%,6.07%,0.43%, 40.42 , 2.77 
mths_since_last_major_derog,total_il_high_credit_limit,-2.35%,2.35%,1.14%,1.21%, 73.98 , 3.33 
pub_rec,num_sats,-2.35%,2.35%,2.88%,1.84%, 0.00 , 2.77 
all_util,inq_last_12m,2.35%,2.35%,7.38%,6.37%, 40.43 , 40.42 
title,mths_since_recent_inq,-2.35%,2.35%,2.77%,5.32%, 1.05 , 13.08 
tax_liens,total_bc_limit,-2.35%,2.35%,1.36%,7.27%, 0.00 , 2.36 
mths_since_last_record,avg_cur_bal,-2.34%,2.34%,2.03%,5.62%, 84.01 , 3.33 
title,tot_hi_cred_lim,-2.34%,2.34%,2.77%,6.20%, 1.05 , 3.33 
revol_bal,open_acc_6m,-2.34%,2.34%,1.79%,6.07%, - , 40.42 
installment,all_util,2.33%,2.33%,3.00%,7.38%, - , 40.43 
home_ownership,mths_since_recent_revol_delinq,2.33%,2.33%,5.05%,0.67%, - , 66.98 
inq_last_12m,tax_liens,2.33%,2.33%,6.37%,1.36%, 40.42 , 0.00 
delinq_2yrs,num_tl_op_past_12m,-2.32%,2.32%,1.91%,7.72%, 0.00 , 3.33 
sub_grade,tax_liens,2.32%,2.32%,22.50%,1.36%, - , 0.00 
pct_tl_nvr_dlq,tot_hi_cred_lim,2.32%,2.32%,0.37%,6.20%, 3.33 , 3.33 
emp_length,inq_fi,-2.32%,2.32%,2.21%,3.68%, 6.09 , 40.42 
desc,pct_tl_nvr_dlq,-2.30%,2.30%,1.96%,0.37%, 94.16 , 3.33 
total_acc,num_tl_30dpd,2.30%,2.30%,1.58%,0.48%, 0.00 , 3.33 
funded_amnt_inv,dti,2.30%,2.30%,2.64%,7.83%, - , - 
mths_since_last_major_derog,total_bal_il,-2.29%,2.29%,1.14%,0.20%, 73.98 , 40.42 
mo_sin_rcnt_rev_tl_op,mort_acc,2.29%,2.29%,5.12%,3.24%, 3.33 , 2.36 
mths_since_recent_bc_dlq,num_rev_tl_bal_gt_0,2.29%,2.29%,0.31%,5.06%, 76.74 , 3.33 
revol_util,total_cu_tl,2.29%,2.29%,6.95%,0.93%, 0.08 , 40.42 
open_act_il,open_rv_24m,-2.29%,2.29%,0.89%,6.91%, 40.42 , 40.42 
desc,mths_since_last_major_derog,2.29%,2.29%,1.96%,1.14%, 94.16 , 73.98 
emp_title,revol_util,-2.29%,2.29%,2.52%,6.95%, 6.96 , 0.08 
mths_since_last_delinq,total_bal_ex_mort,-2.28%,2.28%,1.30%,1.03%, 50.89 , 2.36 
revol_bal,mo_sin_rcnt_tl,2.28%,2.28%,1.79%,5.35%, - , 3.33 
emp_title,revol_bal,-2.28%,2.28%,2.52%,1.79%, 6.96 , - 
tot_cur_bal,delinq_amnt,2.28%,2.28%,5.24%,0.59%, 3.33 , 0.00 
tot_coll_amt,num_rev_accts,2.27%,2.27%,0.15%,2.22%, 3.33 , 3.33 
tot_hi_cred_lim,year_issued,2.27%,2.27%,6.20%,14.60%, 3.33 , - 
open_rv_24m,num_tl_90g_dpd_24m,-2.27%,2.27%,6.91%,1.22%, 40.42 , 3.33 
zip_code,open_rv_24m,-2.27%,2.27%,0.06%,6.91%, - , 40.42 
delinq_2yrs,mo_sin_rcnt_tl,2.27%,2.27%,1.91%,5.35%, 0.00 , 3.33 
inq_fi,num_bc_sats,2.26%,2.26%,3.68%,0.43%, 40.42 , 2.77 
open_rv_24m,tax_liens,2.25%,2.25%,6.91%,1.36%, 40.42 , 0.00 
verification_status,total_il_high_credit_limit,2.25%,2.25%,9.68%,1.21%, - , 3.33 
num_accts_ever_120_pd,total_bal_ex_mort,2.25%,2.25%,0.85%,1.03%, 3.33 , 2.36 
initial_list_status,num_sats,2.25%,2.25%,6.85%,1.84%, - , 2.77 
verification_status,tax_liens,2.25%,2.25%,9.68%,1.36%, - , 0.00 
verification_status,num_rev_accts,2.25%,2.25%,9.68%,2.22%, - , 3.33 
mths_since_last_major_derog,total_rev_hi_lim,2.24%,2.24%,1.14%,5.74%, 73.98 , 3.33 
mths_since_recent_revol_delinq,percent_bc_gt_75,2.24%,2.24%,0.67%,7.83%, 66.98 , 3.43 
mths_since_recent_revol_delinq,num_rev_accts,-2.24%,2.24%,0.67%,2.22%, 66.98 , 3.33 
mths_since_recent_bc_dlq,num_actv_rev_tl,2.23%,2.23%,0.31%,5.07%, 76.74 , 3.33 
total_cu_tl,num_actv_rev_tl,2.23%,2.23%,0.93%,5.07%, 40.42 , 3.33 
dti,open_rv_24m,2.23%,2.23%,7.83%,6.91%, - , 40.42 
grade,revol_bal,-2.23%,2.23%,22.19%,1.79%, - , - 
grade,tax_liens,2.22%,2.22%,22.19%,1.36%, - , 0.00 
total_bal_il,pub_rec_bankruptcies,-2.22%,2.22%,0.20%,2.17%, 40.42 , 0.07 
num_accts_ever_120_pd,num_sats,2.22%,2.22%,0.85%,1.84%, 3.33 , 2.77 
funded_amnt,percent_bc_gt_75,2.21%,2.21%,2.68%,7.83%, - , 3.43 
funded_amnt,inq_last_6mths,-2.21%,2.21%,2.68%,7.88%, - , 0.00 
total_rev_hi_lim,inq_last_12m,2.21%,2.21%,5.74%,6.37%, 3.33 , 40.42 
purpose,mo_sin_rcnt_rev_tl_op,2.21%,2.21%,1.37%,5.12%, - , 3.33 
loan_amnt,percent_bc_gt_75,2.21%,2.21%,2.68%,7.83%, - , 3.43 
funded_amnt_inv,percent_bc_gt_75,2.21%,2.21%,2.64%,7.83%, - , 3.43 
funded_amnt,dti,2.20%,2.20%,2.68%,7.83%, - , - 
tot_coll_amt,inq_fi,2.20%,2.20%,0.15%,3.68%, 3.33 , 40.42 
mo_sin_rcnt_tl,total_bc_limit,-2.20%,2.20%,5.35%,7.27%, 3.33 , 2.36 
initial_list_status,num_tl_op_past_12m,-2.19%,2.19%,6.85%,7.72%, - , 3.33 
